id,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
1381,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
2384,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
3689,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
1169,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
1865,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
3507,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
1591,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
744,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
826,I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
1023,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
2780,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
1121,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
2027,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
2284,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9
3323,F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
4055,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
491,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
3600,I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
1486,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
3262,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
3730,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
2662,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
440,I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
2137,F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
1723,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
929,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6
897,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
3713,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
3268,M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
3797,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
4033,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
1355,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
3949,F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
2166,I,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6
600,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
2141,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
1245,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
3790,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
2995,M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
4045,M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
2078,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
2334,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
3922,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
3438,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6
669,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
674,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
2982,F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
2565,I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8
1505,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
1357,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
845,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
2447,I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6
1974,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
731,M,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13
1958,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
2492,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
939,I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7
2869,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5
2458,I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4
3284,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
1394,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
727,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
53,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
1678,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12
2457,I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5
1093,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
3604,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8
3673,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
3097,M,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
2389,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
3137,M,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,10
1372,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
125,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5
738,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
531,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
1408,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
3966,I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
4049,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
3128,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
2016,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
1471,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8
1090,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6
1745,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
2113,I,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
2054,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2980,I,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
3953,I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8
2325,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
1661,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
1727,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
2206,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
2439,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
496,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
848,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
4044,F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
2895,I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10
3101,M,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
444,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
1013,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
3761,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
1005,M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
1435,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
3545,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8
1831,I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6
1327,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
1462,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
2268,F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
2396,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
351,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
4057,F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
3870,M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
1338,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
3400,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
2257,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
2610,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
953,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
432,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
3406,I,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
3692,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
2429,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
1873,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
1403,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
3136,M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
3629,I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6
2983,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
375,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
573,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
3147,F,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
3201,F,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6
592,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
653,M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7
3362,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
3065,F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
1952,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
2173,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
1211,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
1943,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
645,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
2942,M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6
3175,I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
1574,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
3092,M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
1839,I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
3513,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
285,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
2308,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
490,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14
2797,M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
1880,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
2230,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
3297,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
2967,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
2418,F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
294,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
2655,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
3617,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
2831,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
1501,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
124,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
436,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7
3657,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
67,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
2850,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
3194,F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
2612,F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11
2169,I,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
2533,M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
3527,I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7
2958,F,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
79,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
828,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6
2476,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
1246,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
32,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
934,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
3098,F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
69,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
1296,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
1120,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
1790,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
3855,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
4160,F,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11
1922,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
233,I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7
1046,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
2180,F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
119,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
1248,I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
1655,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
1615,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8
2843,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
4051,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
492,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
1192,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
3349,I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
1737,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
1284,I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
1955,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
2131,M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
3846,I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
2819,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
4054,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
1225,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5
1033,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
1361,F,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
1012,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
3847,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
3135,M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
1618,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
2344,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
2258,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
663,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
2150,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
1841,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7
3374,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
1540,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8
555,I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
3642,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
2998,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
3181,M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
2614,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
2031,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
3680,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
3221,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
271,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
3477,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6
207,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
1668,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
228,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
3530,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7
2710,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
1220,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
2598,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
2226,I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
3665,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9
2165,F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
3839,M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
1366,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
1106,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
3239,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
1345,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
3427,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13
1205,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
1685,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
2903,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
2048,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
1796,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
3250,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
825,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7
1587,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
2679,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
1770,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
3088,I,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2198,I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
1380,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
1752,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
3884,I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
540,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
2658,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
1561,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8
2125,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2585,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
1938,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
868,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
3243,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
2770,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
3336,F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11
3552,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
431,M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
3676,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
4098,F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
447,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
1672,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
3173,M,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
3417,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
528,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
1917,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
629,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
419,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
1676,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
1367,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
938,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6
3241,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
2757,I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9
699,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
394,I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
2404,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15
1175,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
90,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
2756,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8
2809,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
2818,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
3155,M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
3946,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
3519,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10
4102,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
1047,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
1968,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
41,F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
317,M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
2990,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
2134,F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
3595,M,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11
1867,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
3402,M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
1094,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6
1891,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
1349,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
1254,I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
4084,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
1736,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
1503,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10
2382,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
2487,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
3522,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
2755,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
209,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
2708,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
2106,M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
1280,M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
3482,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7
1333,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
1985,M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
2659,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
3985,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
2745,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
118,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
2694,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
2962,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9
1646,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
4133,M,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11
