FlightRecord,FlightDate,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
37597,2005-01-26,2007.0,2010,2124.0,2129,UA,593,N455UA,137.0,139.0,118.0,-5.0,-3.0,DEN,SNA,846.0,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
15261,1994-01-07,1236.0,1235,1403.0,1356,US,258,,87.0,81.0,,7.0,1.0,CLT,DAY,370.0,,,0,,0,,,,,,YES,YES
21382,1997-01-15,1952.0,1955,2136.0,2135,HP,2636,N189AW,104.0,100.0,87.0,1.0,-3.0,COS,PHX,551.0,6.0,11.0,0,,0,,,,,,YES,NO
12175,1993-01-10,805.0,800,911.0,906,US,71,,66.0,66.0,,5.0,5.0,DCA,PIT,205.0,,,0,,0,,,,,,YES,YES
42879,2008-01-03,2211.0,2130,2327.0,2300,WN,2038,N674AA,76.0,90.0,64.0,27.0,41.0,MHT,BWI,377.0,3.0,9.0,0,,0,3.0,0.0,0.0,0.0,24.0,YES,YES
19949,1996-01-16,800.0,0,1037.0,0,AA,1673,N451AA,217.0,154.0,129.0,62.0,-1.0,DFW,PHX,868.0,5.0,83.0,0,,0,,,,,,YES,NO
4192,1989-01-06,1540.0,1325,1850.0,1647,UA,185,,310.0,322.0,,123.0,135.0,SFO,HNL,2398.0,,,0,,0,,,,,,YES,YES
4382,1989-01-17,1340.0,1340,1600.0,1609,UA,191,,320.0,329.0,,-9.0,0.0,IAD,LAX,2288.0,,,0,,0,,,,,,NO,NO
17254,1995-01-12,1146.0,1125,1240.0,1220,US,974,N257AU,54.0,55.0,43.0,20.0,21.0,RIC,PHL,198.0,3.0,8.0,0,,0,,,,,,YES,YES
19789,1996-01-11,955.0,0,1116.0,0,AA,713,N418AA,141.0,155.0,120.0,-14.0,0.0,DFW,PHX,868.0,5.0,16.0,0,,0,,,,,,NO,NO
14027,1994-01-15,615.0,615,741.0,749,US,227,,86.0,94.0,,-8.0,0.0,MCO,CLT,468.0,,,0,,0,,,,,,NO,NO
23206,1998-01-23,639.0,635,812.0,830,HP,2049,N645AW,93.0,115.0,81.0,-18.0,4.0,DEN,PHX,602.0,3.0,9.0,0,,0,,,,,,NO,YES
22942,1998-01-04,1721.0,1715,1911.0,1900,HP,2835,N311AW,110.0,105.0,81.0,11.0,6.0,COS,PHX,551.0,12.0,17.0,0,,0,,,,,,YES,YES
26593,2000-01-27,1821.0,1805,2048.0,2026,HP,2210,N336AW,87.0,81.0,67.0,22.0,16.0,BUR,PHX,369.0,9.0,11.0,0,,0,,,,,,YES,YES
9702,1991-01-08,847.0,845,1005.0,1007,US,145,,78.0,82.0,,-2.0,2.0,BWI,FAY,313.0,,,0,,0,,,,,,NO,YES
32852,2003-01-03,1119.0,1120,1434.0,1429,UA,1061,N358UA,135.0,129.0,114.0,5.0,-1.0,ONT,DEN,819.0,9.0,12.0,0,,0,,,,,,YES,NO
24442,1999-01-20,2206.0,2205,610.0,614,UA,34,N403UA,304.0,309.0,271.0,-4.0,1.0,SFO,PHL,2521.0,5.0,28.0,0,,0,,,,,,NO,YES
18404,1996-01-10,1525.0,1525,1812.0,1815,WN,1364,N688,227.0,230.0,209.0,-3.0,0.0,BNA,PHX,1448.0,3.0,15.0,0,,0,,,,,,NO,NO
19895,1996-01-24,1116.0,0,1258.0,0,AA,1447,N556AA,162.0,151.0,142.0,37.0,26.0,DFW,PHX,868.0,3.0,17.0,0,,0,,,,,,YES,YES
35925,2004-01-03,1735.0,1720,1909.0,1841,UA,511,N466UA,154.0,141.0,129.0,28.0,15.0,DEN,SNA,846.0,3.0,22.0,0,,0,9.0,0.0,13.0,0.0,6.0,YES,YES
38689,2006-01-11,1558.0,1600,1727.0,1707,US,2134,N757UW,89.0,67.0,64.0,20.0,-2.0,LGA,BOS,185.0,4.0,21.0,0,,0,0.0,0.0,20.0,0.0,0.0,YES,NO
38921,2006-01-11,800.0,800,1111.0,1051,US,866,N180UW,191.0,171.0,144.0,20.0,0.0,PHL,FLL,992.0,3.0,44.0,0,,0,0.0,0.0,20.0,0.0,0.0,YES,NO
33759,2003-01-07,1723.0,1715,1850.0,1853,UA,1083,N831UA,147.0,158.0,130.0,-3.0,8.0,PVD,ORD,849.0,2.0,15.0,0,,0,,,,,,NO,YES
27352,2000-01-11,1419.0,1423,1558.0,1611,HP,2456,N157AW,99.0,108.0,85.0,-13.0,-4.0,COS,PHX,551.0,3.0,11.0,0,,0,,,,,,NO,NO
19163,1996-01-08,2043.0,2025,2236.0,2224,DL,647,N622DL,233.0,239.0,218.0,12.0,18.0,CVG,PHX,1569.0,3.0,12.0,0,,0,,,,,,YES,YES
17066,1995-01-02,1702.0,1655,1817.0,1808,US,732,N271AU,75.0,73.0,63.0,9.0,7.0,RDU,PHL,336.0,4.0,8.0,0,,0,,,,,,YES,YES
12474,1993-01-21,700.0,700,751.0,805,US,77,,51.0,65.0,,-14.0,0.0,PIT,DTW,201.0,,,0,,0,,,,,,NO,NO
16609,1995-01-17,842.0,815,1014.0,920,US,678,N519AU,92.0,65.0,46.0,54.0,27.0,PIT,PHL,267.0,6.0,40.0,0,,0,,,,,,YES,YES
689,1987-10-20,953.0,953,1109.0,1106,PS,1490,,76.0,73.0,,3.0,0.0,OAK,SNA,371.0,,,0,,0,,,,,,YES,NO
16442,1995-01-01,1217.0,1145,1832.0,1812,US,772,N428US,255.0,267.0,227.0,20.0,32.0,PHX,PHL,2075.0,8.0,20.0,0,,0,,,,,,YES,YES
39898,2006-01-12,600.0,600,750.0,745,US,483,N164AW,110.0,105.0,92.0,5.0,0.0,DEN,PHX,602.0,3.0,15.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
19663,1996-01-10,702.0,705,902.0,854,UA,1267,N316UA,120.0,109.0,91.0,8.0,-3.0,DEN,PHX,602.0,17.0,12.0,0,,0,,,,,,YES,NO
18612,1996-01-06,1527.0,1510,1732.0,1725,WN,506,N354,65.0,75.0,56.0,7.0,17.0,BUR,PHX,369.0,3.0,6.0,0,,0,,,,,,YES,YES
6786,1990-01-16,1303.0,1305,1350.0,1346,US,39,,47.0,41.0,,4.0,-2.0,SAN,PSP,85.0,,,0,,0,,,,,,YES,NO
21935,1997-01-28,658.0,700,848.0,847,UA,1267,N945UA,110.0,107.0,88.0,1.0,-2.0,DEN,PHX,602.0,3.0,19.0,0,,0,,,,,,YES,NO
37326,2005-01-24,2134.0,2135,2334.0,2345,UA,588,N913UA,60.0,70.0,44.0,-11.0,-1.0,ORD,CMH,296.0,5.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
17814,1995-01-23,1715.0,1716,2029.0,2028,TW,108,N955U,134.0,132.0,107.0,1.0,-1.0,STL,PHL,813.0,4.0,23.0,0,,0,,,,,,YES,NO
32997,2003-01-07,838.0,846,934.0,942,UA,1064,N931UA,56.0,56.0,35.0,-8.0,-8.0,SFO,RNO,192.0,4.0,17.0,0,,0,,,,,,NO,NO
36709,2005-01-20,1404.0,1400,1646.0,1642,UA,566,N391UA,162.0,162.0,144.0,4.0,4.0,SAT,ORD,1041.0,8.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
1166,1987-10-14,1615.0,1555,1727.0,1702,PS,1511,,72.0,67.0,,25.0,20.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
2847,1988-01-24,742.0,748,851.0,910,PS,1405,,69.0,82.0,,-19.0,-6.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
32604,2003-01-07,1316.0,1320,1439.0,1443,UA,1053,N396UA,83.0,83.0,70.0,-4.0,-4.0,SFO,SAN,447.0,3.0,10.0,0,,0,,,,,,NO,NO
5236,1989-01-02,717.0,715,1010.0,1033,UA,220,,113.0,138.0,,-23.0,2.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,YES
8329,1991-01-03,1325.0,1300,1439.0,1423,US,119,,74.0,83.0,,16.0,25.0,SAN,SJC,,,,0,,0,,,,,,YES,YES
30654,2002-01-02,1727.0,1725,1842.0,1843,US,755,N384äâ,75.0,78.0,45.0,-1.0,2.0,CLT,ATL,227.0,13.0,17.0,0,,0,,,,,,NO,YES
26595,2000-01-30,1802.0,1805,2030.0,2026,HP,2210,N173AW,88.0,81.0,67.0,4.0,-3.0,BUR,PHX,369.0,12.0,9.0,0,,0,,,,,,YES,NO
22313,1998-01-07,1006.0,1010,1231.0,1228,HP,2540,N157AW,85.0,78.0,64.0,3.0,-4.0,BUR,PHX,369.0,9.0,12.0,0,,0,,,,,,YES,NO
12237,1993-01-13,1748.0,1715,2118.0,2057,US,72,,150.0,162.0,,21.0,33.0,DFW,PIT,1068.0,,,0,,0,,,,,,YES,YES
23115,1998-01-22,1653.0,1620,1824.0,1820,DL,847,N407DA,211.0,240.0,199.0,4.0,33.0,CVG,PHX,1569.0,2.0,10.0,0,,0,,,,,,YES,YES
17943,1995-01-28,633.0,615,929.0,916,US,89,N784AU,116.0,121.0,101.0,13.0,18.0,STL,PHL,813.0,6.0,9.0,0,,0,,,,,,YES,YES
31945,2002-01-17,1904.0,1905,2044.0,2050,US,806,N432äâ,100.0,105.0,74.0,-6.0,-1.0,CLT,CLE,430.0,6.0,20.0,0,,0,,,,,,NO,NO
38809,2006-01-11,2357.0,2359,859.0,846,US,931,N909AW,362.0,347.0,330.0,13.0,-2.0,OGG,PHX,2845.0,10.0,22.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
1960,1987-10-16,2034.0,1930,2141.0,2023,PS,1549,,67.0,53.0,,78.0,64.0,LAS,LAX,236.0,,,0,,0,,,,,,YES,YES
24807,1999-01-17,1322.0,1315,1705.0,1630,TW,98,N9413T,163.0,135.0,109.0,35.0,7.0,STL,PHL,813.0,5.0,49.0,0,,0,,,,,,YES,YES
6910,1990-01-24,809.0,810,914.0,902,US,41,,65.0,52.0,,12.0,-1.0,IAD,PIT,183.0,,,0,,0,,,,,,YES,NO
43591,2008-01-03,2111.0,2040,2216.0,2155,WN,882,N774SW,65.0,75.0,54.0,21.0,31.0,RDU,PHL,336.0,4.0,7.0,0,,0,1.0,0.0,0.0,0.0,20.0,YES,YES
41294,2007-01-02,633.0,635,810.0,820,WN,947,N709SW,97.0,105.0,86.0,-10.0,-2.0,JAX,BWI,663.0,2.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
39193,2006-01-11,2030.0,2034,2054.0,2054,US,656,N668AW,84.0,80.0,51.0,0.0,-4.0,PHX,SNA,338.0,14.0,19.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
8159,1991-01-21,1633.0,1635,1738.0,1747,US,116,,65.0,72.0,,-9.0,-2.0,PIT,ORF,330.0,,,0,,0,,,,,,NO,NO
17647,1995-01-15,2047.0,1915,2315.0,2157,AA,704,N715AA,208.0,222.0,187.0,78.0,92.0,SJU,PHL,1576.0,5.0,16.0,0,,0,,,,,,YES,YES
31672,2002-01-02,556.0,600,827.0,849,US,796,N704äæ,91.0,109.0,72.0,-22.0,-4.0,MSY,CLT,651.0,13.0,6.0,0,,0,,,,,,NO,NO
22408,1998-01-16,1700.0,1510,1915.0,1725,WN,506,N520,75.0,75.0,62.0,110.0,110.0,BUR,PHX,369.0,3.0,10.0,0,,0,,,,,,YES,YES
38845,2006-01-11,1853.0,1900,1958.0,2016,US,382,N532AU,65.0,76.0,50.0,-18.0,-7.0,ORF,CLT,290.0,5.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
6192,1990-01-17,759.0,730,918.0,856,US,31,,79.0,86.0,,22.0,29.0,BDL,PIT,406.0,,,0,,0,,,,,,YES,YES
10763,1992-01-11,1644.0,1645,1845.0,1906,US,67,,181.0,201.0,,-21.0,-1.0,LGA,MCI,1107.0,,,0,,0,,,,,,NO,NO
22377,1998-01-16,1403.0,1330,1620.0,1545,WN,441,N605,77.0,75.0,65.0,35.0,33.0,BUR,PHX,369.0,7.0,5.0,0,,0,,,,,,YES,YES
35777,2004-01-24,1604.0,1533,1641.0,1551,UA,507,N949UA,97.0,78.0,70.0,50.0,31.0,DTW,ORD,235.0,8.0,19.0,0,,0,0.0,0.0,50.0,0.0,0.0,YES,YES
27876,2000-01-25,1217.0,1220,1402.0,1407,UA,2761,N920UA,105.0,107.0,93.0,-5.0,-3.0,DEN,PHX,602.0,4.0,8.0,0,,0,,,,,,NO,NO
10578,1992-01-21,1059.0,1100,1233.0,1237,US,63,,94.0,97.0,,-4.0,-1.0,LGA,CLE,418.0,,,0,,0,,,,,,NO,NO
34757,2004-01-14,1937.0,1940,2212.0,2215,UA,481,N820UA,275.0,275.0,245.0,-3.0,-3.0,ORD,OAK,1835.0,8.0,22.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
21273,1997-01-28,843.0,848,1052.0,1056,HP,2860,N636AW,249.0,248.0,235.0,-4.0,-5.0,CMH,PHX,1671.0,4.0,10.0,0,,0,,,,,,NO,NO
37259,2005-01-20,1422.0,1400,2128.0,1954,UA,586,N581UA,306.0,234.0,208.0,94.0,22.0,SNA,ORD,1726.0,23.0,75.0,0,,0,0.0,0.0,94.0,0.0,0.0,YES,YES
24940,1999-01-07,1138.0,1025,1539.0,1335,TW,712,N9615W,181.0,130.0,96.0,124.0,73.0,STL,PHL,813.0,4.0,81.0,0,,0,,,,,,YES,YES
28750,2001-01-02,1654.0,1653,1902.0,1836,US,407,N384äâ,128.0,103.0,91.0,26.0,1.0,CMH,LGA,478.0,8.0,29.0,0,,0,,,,,,YES,YES
19097,1996-01-04,1312.0,1255,1524.0,1452,DL,159,N996DL,252.0,237.0,236.0,32.0,17.0,CVG,PHX,1569.0,4.0,12.0,0,,0,,,,,,YES,YES
12939,1993-01-20,1342.0,1300,1441.0,1357,US,89,,119.0,117.0,,44.0,42.0,PIT,STL,553.0,,,0,,0,,,,,,YES,YES
19240,1996-01-21,1135.0,1135,1336.0,1327,HP,24,N187AW,121.0,112.0,100.0,9.0,0.0,DEN,PHX,602.0,4.0,17.0,0,,0,,,,,,YES,NO
1141,1987-10-12,1428.0,1430,1534.0,1533,PS,1510,,66.0,63.0,,1.0,-2.0,SFO,BUR,326.0,,,0,,0,,,,,,YES,NO
31440,2002-01-24,1324.0,1300,1531.0,1518,US,782,N427äâ,127.0,138.0,110.0,13.0,24.0,MCO,PIT,834.0,4.0,13.0,0,,0,,,,,,YES,YES
30890,2002-01-11,1741.0,1740,1947.0,2005,US,761,N770äæ,126.0,145.0,108.0,-18.0,1.0,BOS,CLT,728.0,5.0,13.0,0,,0,,,,,,NO,YES
10131,1992-01-16,1253.0,1240,1439.0,1444,US,55,,226.0,244.0,,-5.0,13.0,PIT,ABQ,1486.0,,,0,,0,,,,,,NO,YES
1921,1987-10-03,825.0,825,925.0,928,PS,1548,,60.0,63.0,,-3.0,0.0,SMF,BUR,358.0,,,0,,0,,,,,,NO,NO
41133,2007-01-02,1436.0,1420,1532.0,1520,WN,27,N521,56.0,60.0,44.0,12.0,16.0,HOU,HRL,276.0,2.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
11201,1992-01-01,815.0,815,848.0,853,US,79,,33.0,38.0,,-5.0,0.0,CLE,PIT,105.0,,,0,,0,,,,,,NO,NO
19432,1996-01-05,1225.0,1145,1406.0,1336,UA,419,N1841U,101.0,111.0,85.0,30.0,40.0,DEN,PHX,602.0,4.0,12.0,0,,0,,,,,,YES,YES
24984,1999-01-20,1703.0,1655,2014.0,2009,US,2134,N783AU,251.0,254.0,233.0,5.0,8.0,STX,PHL,1650.0,8.0,10.0,0,,0,,,,,,YES,YES
8148,1991-01-09,1644.0,1635,1754.0,1747,US,116,,70.0,72.0,,7.0,9.0,PIT,ORF,330.0,,,0,,0,,,,,,YES,YES
3877,1988-01-15,1038.0,1040,1201.0,1201,PS,1475,,83.0,81.0,,0.0,-2.0,SAN,OAK,446.0,,,0,,0,,,,,,NO,NO
15913,1994-01-30,1451.0,1450,1548.0,1550,US,279,,57.0,60.0,,-2.0,1.0,SYR,EWR,194.0,,,0,,0,,,,,,NO,YES
14367,1994-01-02,728.0,730,820.0,831,US,237,,52.0,61.0,,-11.0,-2.0,DCA,PIT,205.0,,,0,,0,,,,,,NO,NO
16003,1995-01-17,652.0,645,937.0,937,UA,482,N7279U,105.0,112.0,90.0,0.0,7.0,ORD,PHL,678.0,5.0,10.0,0,,0,,,,,,NO,YES
27743,2000-01-16,749.0,755,933.0,946,UA,2753,N920UA,104.0,111.0,92.0,-13.0,-6.0,DEN,PHX,602.0,2.0,10.0,0,,0,,,,,,NO,NO
10749,1992-01-26,1313.0,1315,1540.0,1541,US,66,,87.0,86.0,,-1.0,-2.0,STL,PIT,553.0,,,0,,0,,,,,,NO,NO
3558,1988-01-05,732.0,725,902.0,855,PS,1451,,90.0,90.0,,7.0,7.0,SAN,SFO,447.0,,,0,,0,,,,,,YES,YES
41614,2007-01-02,1048.0,1045,1306.0,1300,WN,2087,N334,78.0,75.0,61.0,6.0,3.0,LAX,PHX,370.0,6.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
31431,2002-01-15,1301.0,1300,1516.0,1518,US,782,N407äâ,135.0,138.0,118.0,-2.0,1.0,MCO,PIT,834.0,5.0,12.0,0,,0,,,,,,NO,YES
31158,2002-01-27,615.0,615,653.0,659,US,771,N779Aä,38.0,44.0,25.0,-6.0,0.0,AVP,PHL,105.0,6.0,7.0,0,,0,,,,,,NO,NO
36940,2005-01-15,1450.0,1450,1728.0,1720,UA,575,N562UA,278.0,270.0,255.0,8.0,0.0,ORD,SEA,1721.0,6.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
9579,1991-01-08,904.0,905,1020.0,1024,US,143,,76.0,79.0,,-4.0,-1.0,EWR,BUF,282.0,,,0,,0,,,,,,NO,NO
20624,1997-01-20,1750.0,1745,1905.0,1905,WN,844,N398,135.0,140.0,122.0,0.0,5.0,AUS,PHX,872.0,4.0,9.0,0,,0,,,,,,NO,YES
34117,2004-01-15,2041.0,2045,2306.0,2313,UA,466,N855UA,85.0,88.0,72.0,-7.0,-4.0,DEN,MCI,533.0,3.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
10771,1992-01-19,1643.0,1645,1846.0,1906,US,67,,183.0,201.0,,-20.0,-2.0,LGA,MCI,1107.0,,,0,,0,,,,,,NO,NO
21324,1997-01-17,1232.0,1210,1405.0,1352,HP,1241,N141AW,93.0,102.0,80.0,13.0,22.0,COS,PHX,551.0,5.0,8.0,0,,0,,,,,,YES,YES
31545,2002-01-12,1334.0,1330,1458.0,1450,US,788,N704äæ,84.0,80.0,54.0,8.0,4.0,PHL,BOS,280.0,4.0,26.0,0,,0,,,,,,YES,YES
21413,1997-01-17,1734.0,1718,1907.0,1900,HP,2835,N164AW,93.0,102.0,73.0,7.0,16.0,COS,PHX,551.0,3.0,17.0,0,,0,,,,,,YES,YES
20949,1997-01-07,1510.0,1510,1721.0,1725,WN,506,N697,71.0,75.0,59.0,-4.0,0.0,BUR,PHX,369.0,3.0,9.0,0,,0,,,,,,NO,NO
32146,2003-01-30,1301.0,1310,1347.0,1357,UA,1027,N313UA,106.0,107.0,81.0,-10.0,-9.0,BUF,ORD,473.0,4.0,21.0,0,,0,,,,,,NO,NO
40987,2007-01-02,1851.0,1850,2128.0,2130,WN,2026,N771,97.0,100.0,86.0,-2.0,1.0,ELP,HOU,677.0,5.0,6.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
43383,2008-01-03,1157.0,1155,1210.0,1205,WN,3507,N238WN,73.0,70.0,48.0,5.0,2.0,PHX,LAS,256.0,4.0,21.0,0,,0,,,,,,YES,YES
40401,2007-01-02,1105.0,1105,1347.0,1345,WN,2127,N375,102.0,100.0,91.0,2.0,0.0,BNA,BWI,588.0,3.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
4702,1989-01-03,1851.0,1800,2057.0,2032,UA,203,,246.0,272.0,,25.0,51.0,ORD,SFO,1846.0,,,0,,0,,,,,,YES,YES
19933,1996-01-31,1155.0,0,1343.0,0,AA,1515,N509AA,168.0,147.0,134.0,27.0,6.0,DFW,PHX,868.0,4.0,30.0,0,,0,,,,,,YES,YES
23176,1998-01-21,1411.0,1415,1556.0,1607,HP,2028,N325AW,105.0,112.0,87.0,-11.0,-4.0,DEN,PHX,602.0,6.0,12.0,0,,0,,,,,,NO,NO
23843,1998-01-22,2208.0,0,2328.0,0,AA,425,N475AA,140.0,156.0,124.0,-16.0,0.0,DFW,PHX,868.0,4.0,12.0,0,,0,,,,,,NO,NO
43876,2008-01-03,852.0,850,1009.0,1025,WN,475,N738CB,77.0,95.0,52.0,-16.0,2.0,SFO,LAX,337.0,9.0,16.0,0,,0,,,,,,NO,YES
33378,2003-01-03,1746.0,1745,2010.0,2017,UA,1074,N468UA,84.0,92.0,62.0,-7.0,1.0,ORD,BUF,473.0,4.0,18.0,0,,0,,,,,,NO,YES
38920,2006-01-11,1528.0,1530,1822.0,1819,US,447,N724UW,174.0,169.0,154.0,3.0,-2.0,PHL,FLL,992.0,3.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
29812,2001-01-28,1615.0,1620,1735.0,1748,US,438,N738äæ,80.0,88.0,60.0,-13.0,-5.0,PIT,CLT,366.0,6.0,14.0,0,,0,,,,,,NO,NO
38484,2006-01-11,1452.0,1500,1538.0,1546,US,1626,N804MD,46.0,46.0,39.0,-8.0,-8.0,EYW,FLL,145.0,2.0,5.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
30716,2002-01-02,1023.0,1010,1344.0,1315,US,756,N376äâ,141.0,125.0,105.0,29.0,13.0,MCI,PIT,773.0,6.0,30.0,0,,0,,,,,,YES,YES
23330,1998-01-31,1746.0,1655,1926.0,1841,HP,2840,N182AW,100.0,106.0,87.0,45.0,51.0,DEN,PHX,602.0,4.0,9.0,0,,0,,,,,,YES,YES
39917,2006-01-12,,1305,,1715,US,1272,0,,190.0,,,,DFW,PHL,1302.0,0.0,0.0,1,A,0,0.0,0.0,0.0,0.0,0.0,YES,YES
28213,2001-01-01,959.0,1000,1320.0,1257,US,383,N777Aä,201.0,177.0,156.0,23.0,-1.0,PHL,MIA,1013.0,18.0,27.0,0,,0,,,,,,YES,NO
15182,1994-01-18,1937.0,1900,2055.0,2020,US,255,,78.0,80.0,,35.0,37.0,BOS,EWR,200.0,,,0,,0,,,,,,YES,YES
32098,2003-01-07,1839.0,1840,2325.0,2327,UA,1026,N457UA,166.0,167.0,142.0,-2.0,-1.0,DEN,ATL,1199.0,5.0,19.0,0,,0,,,,,,NO,NO
35990,2005-01-06,2110.0,1900,8.0,2223,UA,542,N920UA,118.0,143.0,101.0,105.0,130.0,ORD,BOS,867.0,2.0,15.0,0,,0,16.0,0.0,0.0,0.0,89.0,YES,YES
35031,2004-01-20,855.0,900,1137.0,1152,UA,486,N813UA,102.0,112.0,81.0,-15.0,-5.0,ORD,PHL,678.0,3.0,18.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
9893,1991-01-04,1856.0,1855,2038.0,2035,US,149,,282.0,280.0,,3.0,1.0,CLE,LAS,1825.0,,,0,,0,,,,,,YES,YES
17812,1995-01-21,1715.0,1716,2031.0,2028,TW,108,N9405T,136.0,132.0,105.0,3.0,-1.0,STL,PHL,813.0,4.0,27.0,0,,0,,,,,,YES,NO
32586,2003-01-19,2056.0,2050,2340.0,2355,UA,1052,N832UA,104.0,125.0,88.0,-15.0,6.0,ORD,BDL,783.0,2.0,14.0,0,,0,,,,,,NO,YES
10802,1992-01-25,1954.0,1950,2102.0,2111,US,67,,188.0,201.0,,-9.0,4.0,MCI,SAN,1333.0,,,0,,0,,,,,,NO,YES
17876,1995-01-23,2018.0,2017,2315.0,2321,TW,446,N54325,117.0,124.0,101.0,-6.0,1.0,STL,PHL,813.0,4.0,12.0,0,,0,,,,,,NO,YES
14733,1994-01-23,2044.0,1945,2116.0,2014,US,245,,92.0,89.0,,62.0,59.0,PIT,ORD,412.0,,,0,,0,,,,,,YES,YES
3745,1988-01-14,1530.0,1530,1627.0,1624,PS,1464,,57.0,54.0,,3.0,0.0,SJC,BUR,296.0,,,0,,0,,,,,,YES,NO
35172,2004-01-05,1504.0,1445,1636.0,1603,UA,491,N941UA,212.0,198.0,193.0,33.0,19.0,ATL,DEN,1199.0,5.0,14.0,0,,0,19.0,0.0,14.0,0.0,0.0,YES,YES
29548,2001-01-04,1935.0,1900,2041.0,2004,US,433,N825äâ,66.0,64.0,50.0,37.0,35.0,AVP,PIT,243.0,9.0,7.0,0,,0,,,,,,YES,YES
7350,1990-01-26,1115.0,1110,1254.0,1243,US,49,,99.0,93.0,,11.0,5.0,LGA,CLE,418.0,,,0,,0,,,,,,YES,YES
2094,1988-01-25,1501.0,1500,1552.0,1550,PI,944,,51.0,50.0,,2.0,1.0,JFK,UCA,191.0,,,0,,0,,,,,,YES,YES
2908,1988-01-01,936.0,938,1025.0,1030,PS,1412,,49.0,52.0,,-5.0,-2.0,BUR,LAS,223.0,,,0,,0,,,,,,NO,NO
5626,1989-01-02,1557.0,1550,1627.0,1616,UA,227,,90.0,86.0,,11.0,7.0,OMA,DEN,472.0,,,0,,0,,,,,,YES,YES
43355,2008-01-03,1935.0,1900,2029.0,2005,WN,481,N413WN,54.0,65.0,44.0,24.0,35.0,PHX,ELP,347.0,3.0,7.0,0,,0,5.0,0.0,0.0,0.0,19.0,YES,YES
18780,1996-01-24,857.0,855,1137.0,1127,CO,1611,N14337,280.0,272.0,262.0,10.0,2.0,CLE,PHX,1737.0,4.0,14.0,0,,0,,,,,,YES,YES
30448,2002-01-03,2025.0,2032,2122.0,2133,US,750,N520Aä,57.0,61.0,37.0,-11.0,-7.0,BWI,PIT,210.0,7.0,13.0,0,,0,,,,,,NO,NO
36098,2005-01-08,1359.0,1350,1947.0,1944,UA,544,N822UA,228.0,234.0,194.0,3.0,9.0,SMF,ORD,1781.0,23.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
40487,2007-01-02,839.0,840,839.0,845,WN,1130,N302SW,60.0,65.0,48.0,-6.0,-1.0,BOI,RNO,335.0,5.0,7.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
10209,1992-01-25,1257.0,1255,1525.0,1516,US,57,,208.0,201.0,,9.0,2.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,YES
35647,2004-01-04,1853.0,1815,2158.0,2129,UA,504,N463UA,125.0,134.0,106.0,29.0,38.0,LAX,DEN,862.0,5.0,14.0,0,,0,0.0,0.0,0.0,0.0,29.0,YES,YES
33560,2003-01-05,759.0,800,914.0,917,UA,1078,N371UA,75.0,77.0,57.0,-3.0,-1.0,SLC,DEN,391.0,11.0,7.0,0,,0,,,,,,NO,NO
36974,2005-01-23,1257.0,1300,1319.0,1344,UA,575,N819UA,82.0,104.0,66.0,-25.0,-3.0,PIT,ORD,412.0,5.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
21714,1997-01-17,1654.0,1645,1826.0,1834,HP,2602,N622AW,92.0,109.0,77.0,-8.0,9.0,DEN,PHX,602.0,4.0,11.0,0,,0,,,,,,NO,YES
31927,2002-01-04,701.0,700,825.0,825,US,805,N524Aä,84.0,85.0,56.0,0.0,1.0,PIT,CLT,366.0,14.0,14.0,0,,0,,,,,,NO,YES
