ID,Case_Number,Date_Time,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,Latitude,Longitude
9926674,HY136962,02/02/2015 10:25:58 AM,052XX S NEWLAND AVE,0560,ASSAULT,SIMPLE,ALLEY,NO,NO,811,8.0,23,56,08A,41.797329202,-87.795522605
9916145,HY126294,01/23/2015 07:48:38 PM,080XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,YES,NO,612,6.0,21,71,06,41.747749487,-87.663221529
9915714,HY125749,01/23/2015 01:25:34 PM,055XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,NO,NO,2515,25.0,30,19,06,41.924095869,-87.765518011
9916967,HY127351,01/24/2015 05:24:34 PM,085XX S DREXEL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,YES,YES,632,6.0,8,44,26,41.738837798,-87.602308121
9917668,HY128258,01/25/2015 05:30:59 AM,031XX W 42ND PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,921,9.0,14,58,07,41.816208242,-87.70291255
9931838,HY141665,02/04/2015 06:30:23 AM,046XX W 59th st,0820,THEFT,$500 AND UNDER,CTA TRAIN,NO,NO,813,8.0,23,62,06,41.785678796,-87.738558722
9932223,HY142022,01/30/2015 03:00:24 PM,010XX N CLARK ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,NO,NO,1824,18.0,42,8,11,41.901608024,-87.631233184
9925152,HY135048,01/30/2015 06:00:12 PM,015XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2534,25.0,37,23,14,41.90825133,-87.732745677
9919319,HY129800,01/26/2015 07:21:27 PM,115XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,YES,NO,524,5.0,34,53,26,41.684972685,-87.642295565
9934130,HY144804,02/08/2015 07:00:33 PM,073XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,835,8.0,18,66,14,41.760091941,-87.684487142
9922139,HY132347,01/28/2015 03:30:36 PM,079XX S YATES BLVD,0460,BATTERY,SIMPLE,SIDEWALK,NO,NO,422,4.0,7,46,08B,41.750775264,-87.566071713
9928230,HY138781,02/03/2015 02:00:10 PM,015XX W 59TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,713,7.0,15,67,14,41.786869046,-87.663620992
9920134,HY130268,01/26/2015 09:30:42 AM,037XX N CLARK ST,0810,THEFT,OVER $500,RESIDENCE-GARAGE,NO,NO,1923,19.0,44,6,06,41.950131387,-87.658701846
9935213,HY145547,02/01/2015 09:30:16 AM,032XX W 64TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,NO,NO,823,8.0,15,66,26,41.776998356,-87.705005151
9923929,HY133823,01/29/2015 10:30:28 PM,002XX N LAPORTE AVE,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,NO,NO,1532,15.0,28,25,06,41.884928142,-87.749262152
9925125,HY134974,01/31/2015 06:30:55 AM,0000X N KEELER AVE,0460,BATTERY,SIMPLE,VACANT LOT/LAND,YES,NO,1115,11.0,28,26,08B,41.88085992,-87.730435419
9917093,HY127615,01/24/2015 10:00:11 PM,052XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1522,15.0,29,25,18,41.878564355,-87.756344657
9917787,HY128559,01/25/2015 07:45:18 PM,043XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,YES,221,2.0,4,39,14,41.815648894,-87.604652472
9929566,HY139871,02/04/2015 06:40:44 PM,041XX N LONG AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARK PROPERTY,NO,NO,1624,16.0,38,15,26,41.955159444,-87.761992422
9935083,HY145363,02/08/2015 06:00:55 AM,118XX S LOWE AVE,3960,INTIMIDATION,INTIMIDATION,STREET,NO,YES,524,5.0,34,53,26,41.679536147,-87.638198879
9925872,HY136068,02/01/2015 12:00:50 AM,026XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,133,1.0,2,35,14,41.845425804,-87.621986222
9918770,HY129030,01/25/2015 04:00:52 PM,010XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1112,11.0,27,23,06,41.899465829,-87.719031451
9933077,HY143382,02/07/2015 04:10:21 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,111,1.0,42,32,06,41.883480076,-87.627730028
9926769,HY137248,02/01/2015 10:00:51 PM,017XX S RACINE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,NO,NO,1235,12.0,25,31,14,41.85826771,-87.65629107
9925580,HY135658,01/31/2015 06:32:30 PM,026XX N MC VICKER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,2512,25.0,29,19,18,41.929106663,-87.777259006
9933643,HY143866,02/08/2015 02:05:49 AM,062XX N OAKLEY AVE,0460,BATTERY,SIMPLE,STREET,NO,NO,2413,24.0,50,2,08B,41.994313817,-87.687465992
9916999,HY127450,01/24/2015 07:40:53 PM,004XX E 63RD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,YES,NO,313,3.0,20,42,24,41.780379733,-87.613847579
9922990,HY133124,01/29/2015 04:00:15 PM,066XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,YES,NO,832,8.0,15,66,26,41.773554478,-87.68333966
9935100,HY145355,02/06/2015 01:00:51 PM,022XX W 18TH PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,NO,NO,1234,12.0,25,31,05,41.8567955,-87.682170752
9923169,HY133355,01/29/2015 02:15:11 PM,088XX S COLFAX AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),NO,NO,423,4.0,7,46,06,41.735125932,-87.560960129
9916699,HY126994,01/24/2015 08:25:18 AM,040XX W GRAND AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,2534,25.0,30,23,06,41.906987063,-87.728198544
9919284,HY129770,01/26/2015 07:00:55 PM,085XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,NO,NO,632,6.0,6,44,26,41.738940175,-87.605032999
9932621,HY142607,02/06/2015 11:35:51 PM,004XX E 90TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,YES,NO,633,6.0,6,44,15,41.731145078,-87.613543648
9933003,HY143248,02/07/2015 02:09:41 PM,0000X E 48TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,YES,NO,224,2.0,3,38,18,41.807566395,-87.623399217
9940186,HY150433,01/28/2015 05:00:54 PM,071XX S LOWE AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,NO,NO,732,7.0,6,68,11,41.764183055,-87.640207341
9924003,HY133889,01/29/2015 05:00:31 PM,048XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,OTHER,NO,NO,933,9.0,20,61,06,41.805297919,-87.664734845
9924974,HY134805,01/31/2015 12:05:52 AM,009XX N KEYSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,YES,YES,1111,11.0,37,23,08B,41.898521633,-87.72726101
9934078,HY144745,02/08/2015 10:47:35 PM,050XX S LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,821,8.0,14,62,18,41.802252786,-87.715904459
9931010,HY141090,02/05/2015 07:09:11 PM,012XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,132,1.0,2,33,08B,41.86604743,-87.62397145
9915587,HY125658,01/23/2015 10:30:44 AM,069XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,832,8.0,15,66,08B,41.767561729,-87.685911137
9917258,HY127559,01/24/2015 06:00:16 PM,109XX S WALLACE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENTIAL YARD (FRONT/BACK),NO,YES,2233,22.0,34,49,26,41.695873409,-87.637784983
9937311,HY145137,02/08/2015 06:30:19 PM,052XX W ALTGELD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2515,25.0,31,19,14,41.925831653,-87.758087037
9918189,HY128910,01/25/2015 11:00:21 AM,023XX W ARMITAGE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),NO,NO,1434,14.0,32,22,06,41.917492847,-87.685599407
9918543,HY129063,01/24/2015 01:00:33 PM,062XX S STEWART AVE,0460,BATTERY,SIMPLE,SIDEWALK,NO,NO,711,7.0,20,68,08B,41.780212339,-87.635198791
9920129,HY130149,01/26/2015 07:30:46 AM,028XX N LOCKWOOD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,NO,NO,2514,25.0,31,19,08A,41.932039605,-87.758736874
9930739,HY140015,02/04/2015 09:00:43 PM,011XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,NO,1225,12.0,25,28,08B,41.867431441,-87.685914093
9922949,HY132921,01/29/2015 12:40:33 PM,002XX E PERSHING RD,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",NO,NO,212,2.0,3,35,08A,41.823907983,-87.619766309
9925644,HY135710,01/31/2015 06:46:57 PM,032XX E 87TH ST,1725,OFFENSE INVOLVING CHILDREN,CONTRIBUTE CRIM DELINQUENCY JUVENILE,STREET,YES,NO,424,4.0,7,46,26,41.737563841,-87.545740191
9925833,HY135980,02/01/2015 02:35:52 AM,005XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COLLEGE/UNIVERSITY GROUNDS,NO,YES,123,1.0,2,32,08B,41.875168926,-87.627472632
9922072,HY132184,01/28/2015 07:28:44 PM,002XX E OHIO ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,YES,NO,1834,18.0,42,8,26,41.892673644,-87.622450191
9924484,HY134092,01/30/2015 01:30:30 PM,017XX W PRYOR AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",NO,NO,2212,22.0,19,75,08B,41.69213742,-87.66585308
9928372,HY138970,02/04/2015 04:00:58 AM,066XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,831,8.0,15,66,08B,41.772271309,-87.691846586
9925295,HY135222,01/31/2015 11:29:43 AM,004XX S STATE ST,0560,ASSAULT,SIMPLE,LIBRARY,YES,NO,113,1.0,2,32,08A,41.876798252,-87.62779619
9924463,HY131635,01/28/2015 12:15:25 PM,024XX W 63RD ST,5011,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,YES,NO,825,8.0,15,66,26,41.779125102,-87.685230227
9920736,HY130645,01/27/2015 01:30:29 PM,041XX W HIRSCH ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",NO,NO,2534,25.0,37,23,08A,41.906128743,-87.729881805
9919810,HY130106,01/26/2015 10:00:56 PM,027XX E 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,422,4.0,7,46,14,41.750128499,-87.558434927
9933866,HY144491,02/07/2015 07:00:24 PM,007XX N LONG AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,NO,NO,1524,15.0,37,25,14,41.894096956,-87.760762946
9916575,HY126910,01/23/2015 09:50:35 PM,092XX S BLACKSTONE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,NO,NO,413,4.0,8,48,11,41.726646535,-87.58804945
9920700,HY130657,01/27/2015 03:00:27 PM,004XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,YES,NO,113,1.0,2,32,26,41.876798252,-87.62779619
9916401,HY126637,01/24/2015 03:40:55 AM,015XX S CALIFORNIA BLVD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,HOSPITAL BUILDING/GROUNDS,YES,NO,1023,10.0,28,29,14,41.861072311,-87.695599945
9933469,HY143870,02/08/2015 02:00:18 AM,006XX N CLARK ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,NO,NO,1832,18.0,42,8,08B,41.893632038,-87.631030388
9925875,HY136063,02/01/2015 04:30:35 AM,026XX N KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,2524,25.0,31,20,08B,41.928759386,-87.734401817
9916548,HY126894,01/24/2015 10:54:29 AM,086XX S CALUMET AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,YES,632,6.0,6,44,26,41.737873231,-87.616033303
9929307,HY139390,02/03/2015 09:45:27 PM,031XX W 15TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,NO,NO,1022,10.0,24,29,03,41.861430214,-87.704267349
9938300,HY147971,02/08/2015 11:30:11 AM,070XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,OTHER,NO,NO,735,7.0,17,67,06,41.765794892,-87.6639685
9928015,HY138310,02/03/2015 02:44:41 PM,065XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,YES,YES,833,8.0,13,65,08B,41.774957224,-87.720360328
9932123,HY141870,02/06/2015 02:29:46 PM,114XX S MICHIGAN AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,YES,NO,531,5.0,9,49,18,41.686578172,-87.620733043
9922183,HY132381,01/28/2015 11:30:50 PM,046XX N CLIFTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,1913,19.0,46,3,08B,41.965932616,-87.658715337
9922858,HY130396,01/27/2015 11:50:16 AM,091XX S BUFFALO AVE,0460,BATTERY,SIMPLE,APARTMENT,NO,NO,424,4.0,10,46,08B,41.729319118,-87.544419478
9916354,HY126498,01/23/2015 11:30:19 PM,013XX W 76TH ST,0460,BATTERY,SIMPLE,STREET,NO,YES,612,6.0,17,71,08B,41.755903003,-87.656697313
9924961,HY134728,01/30/2015 10:10:27 PM,044XX N MILWAUKEE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,NO,NO,1623,16.0,45,15,03,41.961570202,-87.755467713
9920467,HY130445,01/24/2015 03:00:28 PM,018XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,NO,NO,1422,14.0,26,22,14,41.913960415,-87.712312282
9921612,HY131315,01/24/2015 06:00:33 AM,053XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,NO,NO,822,8.0,14,63,06,41.797074508,-87.703804235
9927857,HY136955,02/01/2015 07:00:50 AM,016XX E 71ST ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,NO,NO,332,3.0,5,43,26,41.766272479,-87.583976745
9919349,HY129846,01/26/2015 04:13:17 PM,108XX S CALUMET AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,513,5.0,9,49,05,41.696992873,-87.614558055
9926046,HY136319,02/01/2015 11:23:13 AM,042XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,NURSING HOME/RETIREMENT HOME,NO,NO,1115,11.0,28,26,05,41.878004957,-87.73234965
9922540,HY132641,01/29/2015 09:00:51 AM,010XX W NORTH SHORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,2432,24.0,49,1,08B,42.003619201,-87.657875855
9919196,HY129237,01/26/2015 12:28:47 PM,013XX W 57TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,713,7.0,16,67,08B,41.790594269,-87.657737057
9924999,HY134868,01/31/2015 01:20:51 AM,029XX N MILWAUKEE AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,YES,NO,2523,25.0,35,21,18,41.93552065,-87.718215138
9935262,HY145252,02/08/2015 01:00:53 AM,070XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,NO,YES,331,3.0,5,43,08B,41.766849758,-87.57617326
9916937,HY126600,01/24/2015 02:40:38 AM,047XX W ARTHINGTON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,YES,NO,1131,11.0,24,25,16,41.869437496,-87.744553151
9933112,HY143500,02/06/2015 11:30:39 PM,045XX N MAGNOLIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1913,19.0,46,3,14,41.96470929,-87.661155027
9930844,HY140875,01/28/2015 04:00:12 PM,014XX N OGDEN AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",NO,NO,1822,18.0,27,8,06,41.907661681,-87.645725599
9924994,HY134808,01/28/2015 07:00:56 PM,024XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,1212,12.0,1,24,14,41.895840492,-87.687974291
9922920,HY132890,01/29/2015 01:00:52 PM,025XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,1024,10.0,22,30,08B,41.845365711,-87.707353487
9933080,HY143344,02/07/2015 03:30:22 PM,052XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),NO,NO,815,8.0,23,62,06,41.797990027,-87.723445217
9920761,HY130687,01/27/2015 03:15:11 PM,031XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,912,9.0,11,59,06,41.836447514,-87.665566649
9928991,HY139195,02/04/2015 10:20:31 AM,012XX W SHERWIN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,2423,24.0,49,1,26,42.014937055,-87.663169148
9924486,HY133703,01/30/2015 05:00:34 AM,021XX N KILPATRICK AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,NO,NO,2522,25.0,31,19,05,41.920523844,-87.743925753
9924877,HY133641,01/30/2015 04:00:14 AM,020XX N CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1431,14.0,1,22,08B,41.917847831,-87.69706317
9917595,HY128233,01/25/2015 02:15:56 PM,008XX E 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CURRENCY EXCHANGE,YES,NO,312,3.0,20,42,18,41.780303846,-87.60572005
9939838,HY150080,02/07/2015 12:40:10 AM,038XX S HONORE ST,0560,ASSAULT,SIMPLE,RESIDENCE,NO,NO,912,9.0,11,59,08A,41.824242931,-87.671589399
9934178,HY144715,02/08/2015 05:00:18 PM,0000X S KEDZIE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,OTHER,NO,NO,1124,11.0,28,27,26,41.880615202,-87.706260455
9928101,HY138597,02/03/2015 04:47:58 PM,005XX N MICHIGAN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,DEPARTMENT STORE,YES,NO,1834,18.0,42,8,24,41.891647792,-87.624305286
9922231,HY132390,01/28/2015 11:45:14 PM,014XX W MARQUETTE RD,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,ALLEY,YES,NO,725,7.0,17,67,08A,41.772343359,-87.661246283
9917917,HY128495,01/25/2015 07:23:23 PM,096XX S DR MARTIN LUTHER KING JR DR,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,NO,NO,511,5.0,6,49,05,41.719587595,-87.614233066
9928227,HY138651,02/03/2015 07:04:11 PM,002XX S LOTUS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,NO,NO,1522,15.0,29,25,04B,41.878055492,-87.761596495
9922936,HY132973,01/28/2015 01:00:23 PM,108XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,NO,NO,513,5.0,9,49,14,41.697088028,-87.61485359
9926660,HY137133,02/01/2015 03:00:27 AM,065XX W BELMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,TAXICAB,NO,NO,1632,16.0,36,17,11,41.93836097,-87.790031629
9928385,HY138990,02/03/2015 08:00:10 PM,033XX N PITTSBURGH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1631,16.0,36,17,14,41.939928415,-87.832382503
9920847,HY130829,01/27/2015 05:00:41 PM,048XX S MICHIGAN AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,LIBRARY,NO,NO,224,2.0,3,38,26,41.807287246,-87.622635703
9921869,HY131800,01/27/2015 09:00:49 PM,025XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1024,10.0,22,30,06,41.844878246,-87.710063086
9918316,HY128115,01/24/2015 05:00:18 PM,016XX N WELLS ST,0890,THEFT,FROM BUILDING,RESTAURANT,NO,NO,1814,,43,7,06,,
9928937,HY139231,02/03/2015 12:00:31 PM,063XX S DORCHESTER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,,NO,NO,314,3.0,20,42,11,41.780378631,-87.591665936
9925700,HY135828,01/31/2015 07:40:26 PM,037XX W MARQUETTE RD,0820,THEFT,$500 AND UNDER,RESIDENCE,YES,NO,833,8.0,13,65,06,41.771348158,-87.717223699
9932685,HY142743,02/07/2015 02:30:57 AM,051XX W WEST END AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,NO,NO,1532,15.0,28,25,02,41.883143315,-87.75284051
9927553,HY138054,02/02/2015 10:00:46 PM,049XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,YES,NO,1623,16.0,45,11,06,41.970509677,-87.762918003
9924608,HY134044,01/30/2015 12:45:20 PM,023XX N KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,2522,25.0,31,20,08B,41.923331326,-87.731781169
9931746,HY141543,02/06/2015 09:00:20 AM,056XX S HALSTED ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,YES,712,7.0,20,68,26,41.791598556,-87.64523293
9921655,HY131683,01/28/2015 03:00:13 AM,030XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),NO,NO,1934,19.0,44,6,14,41.936624685,-87.644429572
9920603,HY130470,01/27/2015 01:00:57 PM,078XX S SOUTH SHORE DR,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,421,4.0,7,43,03,41.755023977,-87.551496949
9920926,HY130943,01/27/2015 01:30:14 AM,024XX W NORTH AVE,0820,THEFT,$500 AND UNDER,DRUG STORE,NO,NO,1434,14.0,1,24,06,41.910409434,-87.688915015
9915957,HY125994,01/23/2015 03:35:24 PM,0000X E 75TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,YES,NO,623,6.0,6,69,06,41.758099925,-87.624179245
9917195,HY127703,01/25/2015 12:01:33 AM,072XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,NO,YES,324,3.0,5,43,08B,41.763182669,-87.585702451
9916506,HY126685,01/24/2015 05:45:58 AM,007XX E 105TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,512,5.0,9,50,08B,41.703676935,-87.605226009
9930967,HY141020,02/05/2015 05:30:48 PM,076XX S STONY ISLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,YES,NO,411,4.0,5,43,26,41.75685229,-87.586234059
9925963,HY136240,02/01/2015 11:20:45 AM,038XX W ROOSEVELT RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,YES,NO,1011,10.0,24,29,26,41.866127466,-87.720338285
9918194,HY128858,01/25/2015 05:00:29 PM,018XX N KEYSTONE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,2534,25.0,30,20,07,41.91438207,-87.727544519
9917053,HY127347,01/24/2015 09:00:33 AM,055XX W ADDISON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,1633,16.0,38,15,05,41.945779329,-87.765788804
9926954,HY137522,02/02/2015 06:45:49 PM,062XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,314,3.0,20,42,08B,41.781923487,-87.599329402
9931143,HY141233,02/05/2015 10:31:14 PM,118XX S STATE ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,NO,NO,532,5.0,9,53,26,41.679456966,-87.622561405
9929724,HY140007,02/04/2015 07:00:21 PM,080XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,411,4.0,8,45,06,41.749685129,-87.585958034
9925708,HY135747,01/31/2015 07:59:14 PM,053XX N CUMBERLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,NO,NO,1614,16.0,41,76,14,41.976794037,-87.836760631
9915258,HY125532,01/23/2015 09:50:25 AM,017XX E 87TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,NO,YES,412,4.0,8,45,26,41.73706646,-87.582535695
9915511,HY125677,01/23/2015 12:15:16 PM,044XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,1724,17.0,33,14,18,41.962432467,-87.708429721
9933387,HY143730,02/07/2015 06:00:43 PM,015XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,NO,NO,1821,18.0,43,8,06,41.910138645,-87.638707757
9925529,HY132238,01/24/2015 10:30:18 PM,063XX N CALIFORNIA AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,RESTAURANT,YES,NO,2413,24.0,50,2,19,41.997039881,-87.699475489
9916865,HY127275,01/24/2015 04:46:28 PM,038XX W DIVISION ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,NO,NO,1112,11.0,27,23,26,41.902600339,-87.721712363
9923433,HY133539,01/29/2015 11:40:45 PM,028XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,NO,YES,1222,12.0,2,27,08B,41.881184057,-87.696431878
9916484,HY126726,01/24/2015 04:13:37 AM,057XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,NO,NO,2531,25.0,29,25,14,41.909211194,-87.769984983
9917961,HY128746,01/26/2015 01:00:32 AM,0000X S CENTRAL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,YES,NO,1513,15.0,29,25,18,41.879631072,-87.764990132
9926659,HY137136,02/02/2015 03:00:29 AM,025XX S HILLOCK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,913,9.0,11,60,14,41.84618665,-87.654289775
9929598,HY139896,02/04/2015 06:43:39 PM,051XX S PULASKI RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,YES,NO,822,8.0,23,62,11,41.79887226,-87.723176463
